"","CASE_ID","close_dt","start_dt","duration","X","nClients","nMH","nClose","ratio","CASE_ID.1","MHt"
"1249",61765,2017-04-01,2016-09-01,212,1249,8,4,1,0.5,61765,-1
"1250",61768,2017-04-01,2016-09-01,212,1250,4,1,1,0.25,61768,0
"1251",61778,2016-09-01,2016-08-01,31,1251,3,2,1,0.67,61778,-1
"1252",61779,2016-10-01,2016-09-01,30,1252,3,0,1,0,61779,NA
"1253",61780,2017-04-01,2016-09-01,212,1253,3,2,1,0.67,61780,-1
"1254",61781,2016-11-01,2016-07-01,123,1254,2,0,1,0,61781,-1
"1255",61782,2017-01-01,2016-09-01,122,1255,5,2,1,0.4,61782,0
"1256",61789,2016-10-01,2016-08-01,61,1256,5,1,1,0.2,61789,0
"1257",61790,2017-04-01,2016-09-01,212,1257,3,2,1,0.67,61790,0
"1258",61792,2016-10-01,2016-09-01,30,1258,3,1,1,0.33,61792,-1
"1259",61794,2016-10-01,2016-05-01,153,1259,2,1,1,0.5,61794,0
"1260",61795,2016-10-01,2016-05-01,153,1260,2,0,1,0,61795,-1
"1261",61797,2017-04-01,2016-09-01,212,1261,2,1,1,0.5,61797,0
"1262",61800,2017-04-01,2016-09-01,212,1262,3,0,1,0,61800,NA
"1263",61813,2017-01-01,2016-09-01,122,1263,7,2,1,0.29,61813,-1
"1264",61814,2017-04-01,2016-09-01,212,1264,4,2,1,0.5,61814,-1
"1265",61816,2016-12-01,2016-09-01,91,1265,5,1,1,0.2,61816,-1
"1266",61817,2017-04-01,2016-09-01,212,1266,3,0,1,0,61817,NA
"1267",61818,2016-12-01,2016-09-01,91,1267,4,1,1,0.25,61818,-1
"1268",61819,2017-04-01,2016-09-01,212,1268,5,0,1,0,61819,NA
"1269",61825,2017-04-01,2016-09-01,212,1269,4,1,1,0.25,61825,-1
"1270",61828,2017-04-01,2016-09-01,212,1270,7,3,1,0.43,61828,-1
"1271",61830,2016-11-01,2016-09-01,61,1271,5,2,1,0.4,61830,0
"1272",61831,2017-04-01,2016-09-01,212,1272,5,1,1,0.2,61831,0
"1273",61839,2017-04-01,2016-09-01,212,1273,3,0,1,0,61839,NA
"1274",61840,2016-11-01,2016-09-01,61,1274,4,1,1,0.25,61840,-1
"1275",61842,2017-04-01,2016-09-01,212,1275,4,0,1,0,61842,NA
"1276",61843,2017-01-01,2016-09-01,122,1276,5,0,1,0,61843,NA
"1277",61844,2017-04-01,2016-09-01,212,1277,4,2,1,0.5,61844,-1
"1278",61848,2017-02-01,2016-09-01,153,1278,4,1,1,0.25,61848,0
"1279",61849,2017-04-01,2016-10-01,182,1279,4,2,1,0.5,61849,-1
"1280",61858,2016-10-01,2016-09-01,30,1280,5,0,1,0,61858,NA
"1281",61859,2017-04-01,2016-09-01,212,1281,4,0,1,0,61859,NA
"1282",61860,2017-04-01,2016-10-01,182,1282,5,3,1,0.6,61860,0
"1283",61865,2017-04-01,2016-10-01,182,1283,4,1,1,0.25,61865,0
"1284",61867,2017-04-01,2016-10-01,182,1284,4,0,1,0,61867,NA
"1285",61869,2016-10-01,2016-01-01,274,1285,4,3,1,0.75,61869,-1
"1286",61870,2017-02-01,2016-09-01,153,1286,5,1,1,0.2,61870,0
"1287",61871,2017-01-01,2016-09-01,122,1287,4,2,1,0.5,61871,-1
"1288",61873,2016-11-01,2016-10-01,31,1288,5,2,1,0.4,61873,-1
"1289",61877,2017-04-01,2016-10-01,182,1289,9,1,1,0.11,61877,-1
"1290",61879,2016-09-01,2016-10-01,-30,1290,4,0,1,0,61879,NA
"1291",61881,2017-04-01,2016-09-01,212,1291,2,1,1,0.5,61881,-1
"1292",61882,2017-04-01,2016-10-01,182,1292,5,4,1,0.8,61882,-1
"1293",61887,2016-12-01,2016-10-01,61,1293,4,2,1,0.5,61887,-1
"1294",61888,2017-04-01,2016-10-01,182,1294,3,2,1,0.67,61888,0
"1295",61889,2017-04-01,2016-10-01,182,1295,12,6,1,0.5,61889,-1
"1296",61890,2017-04-01,2016-10-01,182,1296,3,0,1,0,61890,NA
"1297",61891,2017-04-01,2016-10-01,182,1297,4,2,1,0.5,61891,-1
"1298",61892,2017-04-01,2016-10-01,182,1298,7,1,1,0.14,61892,-1
"1299",61893,2017-04-01,2016-09-01,212,1299,3,1,1,0.33,61893,-1
"1300",61894,2017-04-01,2016-10-01,182,1300,3,1,1,0.33,61894,0
"1301",61896,2017-04-01,2016-10-01,182,1301,2,1,1,0.5,61896,0
"1302",61897,2016-11-01,2016-10-01,31,1302,4,1,1,0.25,61897,-1
"1303",61900,2017-04-01,2016-10-01,182,1303,7,2,1,0.29,61900,-1
"1304",61902,2016-10-01,2016-09-01,30,1304,4,0,1,0,61902,NA
"1305",61903,2016-11-01,2016-08-01,92,1305,3,2,1,0.67,61903,-1
"1306",61905,2017-04-01,2016-10-01,182,1306,4,0,1,0,61905,-1
"1307",61906,2017-04-01,2016-10-01,182,1307,9,3,1,0.33,61906,-1
"1308",61908,2016-12-01,2016-10-01,61,1308,4,1,1,0.25,61908,0
"1309",61910,2016-10-01,2016-10-01,0,1309,3,0,1,0,61910,NA
"1310",61911,2017-04-01,2016-10-01,182,1310,2,1,1,0.5,61911,0
"1311",61912,2017-04-01,2016-10-01,182,1311,1,0,1,0,61912,-1
"1312",61913,2017-04-01,2016-10-01,182,1312,8,2,1,0.25,61913,-1
"1313",61914,2017-04-01,2016-10-01,182,1313,5,3,1,0.6,61914,-1
"1314",61916,2017-04-01,2016-09-01,212,1314,3,0,1,0,61916,NA
"1315",61919,2017-01-01,2016-10-01,92,1315,9,3,1,0.33,61919,0
"1316",61922,2017-04-01,2016-10-01,182,1316,3,2,1,0.67,61922,0
"1317",61923,2016-11-01,2016-10-01,31,1317,2,1,1,0.5,61923,-1
"1318",61924,2016-10-01,2016-10-01,0,1318,3,2,1,0.67,61924,-1
"1319",61925,2017-02-01,2016-10-01,123,1319,7,3,1,0.43,61925,-1
"1320",61926,2017-04-01,2016-10-01,182,1320,5,1,1,0.2,61926,-1
"1321",61927,2017-04-01,2016-09-01,212,1321,3,1,1,0.33,61927,0
"1322",61929,2017-04-01,2016-10-01,182,1322,1,0,1,0,61929,NA
"1323",61930,2017-04-01,2016-10-01,182,1323,5,1,1,0.2,61930,-1
"1324",61931,2017-04-01,2016-10-01,182,1324,6,2,1,0.33,61931,-1
"1325",61932,2017-04-01,2016-09-01,212,1325,2,1,1,0.5,61932,0
"1326",61933,2017-04-01,2016-10-01,182,1326,3,2,1,0.67,61933,-1
"1327",61934,2017-04-01,2016-10-01,182,1327,2,0,1,0,61934,0
"1328",61935,2016-10-01,2016-10-01,0,1328,6,2,1,0.33,61935,-1
"1329",61936,2016-10-01,2016-09-01,30,1329,5,2,1,0.4,61936,-1
"1330",61937,2017-04-01,2016-10-01,182,1330,3,2,1,0.67,61937,-1
"1331",61943,2016-10-01,2016-10-01,0,1331,2,1,1,0.5,61943,0
"1332",61944,2016-10-01,2016-07-01,92,1332,6,3,1,0.5,61944,-1
"1333",61945,2016-10-01,2016-09-01,30,1333,3,2,1,0.67,61945,0
"1334",61946,2017-04-01,2016-09-01,212,1334,3,1,1,0.33,61946,-1
"1335",61950,2017-01-01,2016-10-01,92,1335,5,3,1,0.6,61950,0
"1336",61951,2017-04-01,2016-10-01,182,1336,3,2,1,0.67,61951,-1
"1337",61952,2017-04-01,2016-12-01,121,1337,5,3,1,0.6,61952,-1
"1338",61953,2017-04-01,2016-10-01,182,1338,4,1,1,0.25,61953,-1
"1339",61954,2017-04-01,2016-10-01,182,1339,5,3,1,0.6,61954,-1
"1340",61955,2016-10-01,2016-10-01,0,1340,4,3,1,0.75,61955,-1
"1341",61959,2017-04-01,2016-10-01,182,1341,3,1,1,0.33,61959,-1
"1342",61960,2017-04-01,2016-10-01,182,1342,5,0,1,0,61960,NA
"1343",61963,2017-04-01,2016-10-01,182,1343,8,4,1,0.5,61963,-1
"1344",61966,2017-04-01,2016-10-01,182,1344,4,1,1,0.25,61966,0
"1345",61967,2016-10-01,2016-10-01,0,1345,4,1,1,0.25,61967,0
"1346",61968,2016-10-01,2016-10-01,0,1346,4,1,1,0.25,61968,0
"1347",61969,2016-10-01,2016-10-01,0,1347,4,1,1,0.25,61969,-1
"1348",61973,2017-01-01,2016-09-01,122,1348,1,0,1,0,61973,-1
"1349",61979,2017-04-01,2016-09-01,212,1349,4,1,1,0.25,61979,-1
"1350",61980,2016-10-01,2016-10-01,0,1350,3,1,1,0.33,61980,-1
"1351",61981,2017-04-01,2016-10-01,182,1351,4,1,1,0.25,61981,0
"1352",61983,2017-01-01,2016-10-01,92,1352,2,1,1,0.5,61983,-1
"1353",61985,2017-04-01,2016-10-01,182,1353,6,4,1,0.67,61985,-1
"1354",61986,2016-10-01,2016-10-01,0,1354,8,1,1,0.12,61986,0
"1355",61987,2016-10-01,2016-10-01,0,1355,3,2,1,0.67,61987,-1
"1356",61988,2017-04-01,2016-10-01,182,1356,4,1,1,0.25,61988,0
"1357",61990,2016-10-01,2016-10-01,0,1357,4,1,1,0.25,61990,1
"1358",61991,2017-04-01,2016-10-01,182,1358,3,2,1,0.67,61991,0
"1359",61992,2017-04-01,2016-10-01,182,1359,9,0,1,0,61992,NA
"1360",61993,2017-01-01,2016-10-01,92,1360,3,0,1,0,61993,NA
"1361",61994,2017-01-01,2016-10-01,92,1361,6,3,1,0.5,61994,-1
"1362",61995,2017-04-01,2016-10-01,182,1362,7,1,1,0.14,61995,-1
"1363",61996,2016-11-01,2016-09-01,61,1363,5,1,1,0.2,61996,-1
"1364",61997,2016-12-01,2016-10-01,61,1364,3,2,1,0.67,61997,-1
"1365",61998,2016-10-01,2016-10-01,0,1365,3,0,1,0,61998,NA
"1366",61999,2017-04-01,2016-10-01,182,1366,6,0,1,0,61999,NA
"1367",62007,2017-04-01,2016-12-01,121,1367,5,2,1,0.4,62007,0
"1368",62008,2017-04-01,2016-10-01,182,1368,3,2,1,0.67,62008,-1
"1369",62014,2017-04-01,2016-10-01,182,1369,3,2,1,0.67,62014,0
"1370",62016,2016-12-01,2016-10-01,61,1370,8,3,1,0.38,62016,-1
"1371",62030,2017-04-01,2016-10-01,182,1371,4,0,1,0,62030,NA
"1372",62031,2016-12-01,2016-10-01,61,1372,3,0,1,0,62031,NA
"1373",62032,2016-11-01,2016-07-01,123,1373,4,1,1,0.25,62032,-1
"1374",62033,2017-04-01,2016-10-01,182,1374,4,1,1,0.25,62033,0
"1375",62034,2017-04-01,2016-11-01,151,1375,5,3,1,0.6,62034,-1
"1376",62035,2017-04-01,2016-10-01,182,1376,3,1,1,0.33,62035,-1
"1377",62040,2017-04-01,2016-11-01,151,1377,1,0,1,0,62040,-1
"1378",62041,2017-04-01,2016-10-01,182,1378,5,3,1,0.6,62041,-1
"1379",62042,2017-04-01,2016-11-01,151,1379,2,0,1,0,62042,-1
"1380",62043,2017-04-01,2016-11-01,151,1380,4,1,1,0.25,62043,0
"1381",62044,2017-04-01,2016-10-01,182,1381,5,3,1,0.6,62044,-1
"1382",62047,2017-04-01,2016-11-01,151,1382,3,1,1,0.33,62047,-1
"1383",62048,2017-01-01,2016-11-01,61,1383,4,1,1,0.25,62048,0
"1384",62049,2017-04-01,2016-10-01,182,1384,3,1,1,0.33,62049,0
"1385",62051,2016-11-01,2016-10-01,31,1385,3,2,1,0.67,62051,-1
"1386",62054,2017-04-01,2016-11-01,151,1386,9,7,1,0.78,62054,-1
"1387",62058,2017-04-01,2016-11-01,151,1387,7,3,1,0.43,62058,-1
"1388",62060,2017-04-01,2016-11-01,151,1388,4,0,1,0,62060,NA
"1389",62061,2017-04-01,2016-12-01,121,1389,5,3,1,0.6,62061,-1
"1390",62064,2017-04-01,2016-11-01,151,1390,4,1,1,0.25,62064,-1
"1391",62065,2017-04-01,2016-11-01,151,1391,2,1,1,0.5,62065,-1
"1392",62067,2017-04-01,2016-11-01,151,1392,4,0,1,0,62067,NA
"1393",62069,2016-12-01,2016-11-01,30,1393,4,0,1,0,62069,NA
"1394",62070,2017-04-01,2016-11-01,151,1394,7,0,1,0,62070,NA
"1395",62071,2017-04-01,2016-11-01,151,1395,3,2,1,0.67,62071,-1
"1396",62072,2017-04-01,2016-11-01,151,1396,6,2,1,0.33,62072,0
"1397",62075,2016-12-01,2016-11-01,30,1397,1,0,1,0,62075,-1
"1398",62077,2017-04-01,2016-11-01,151,1398,3,1,1,0.33,62077,-1
"1399",62078,2017-04-01,2016-11-01,151,1399,4,0,1,0,62078,-1
"1400",62080,2017-04-01,2016-08-01,243,1400,8,4,1,0.5,62080,-1
"1401",62081,2017-04-01,2016-11-01,151,1401,4,1,1,0.25,62081,-1
"1402",62084,2017-04-01,2016-11-01,151,1402,2,1,1,0.5,62084,-1
"1403",62085,2017-04-01,2016-10-01,182,1403,3,2,1,0.67,62085,-1
"1404",62087,2016-12-01,2016-11-01,30,1404,5,3,1,0.6,62087,-1
"1405",62088,2016-12-01,2016-10-01,61,1405,5,1,1,0.2,62088,0
"1406",62089,2016-12-01,2016-10-01,61,1406,4,2,1,0.5,62089,0
"1407",62090,2017-04-01,2016-11-01,151,1407,9,3,1,0.33,62090,-1
"1408",62091,2017-04-01,2016-11-01,151,1408,7,1,1,0.14,62091,0
"1409",62092,2017-04-01,2016-11-01,151,1409,6,1,1,0.17,62092,0
"1410",62093,2016-11-01,2016-10-01,31,1410,4,2,1,0.5,62093,-1
"1411",62094,2016-11-01,2016-10-01,31,1411,4,2,1,0.5,62094,-1
"1412",62095,2017-04-01,2016-10-01,182,1412,5,0,1,0,62095,NA
"1413",62096,2016-11-01,2016-07-01,123,1413,3,2,1,0.67,62096,0
"1414",62097,2016-11-01,2016-11-01,0,1414,4,1,1,0.25,62097,-1
"1415",62098,2017-04-01,2016-11-01,151,1415,3,2,1,0.67,62098,-1
"1416",62099,2017-04-01,2016-11-01,151,1416,3,2,1,0.67,62099,0
"1417",62101,2017-04-01,2016-10-01,182,1417,6,3,1,0.5,62101,-1
"1418",62110,2017-04-01,2016-10-01,182,1418,1,0,1,0,62110,-1
"1419",62112,2016-12-01,2016-11-01,30,1419,4,1,1,0.25,62112,0
"1420",62113,2016-12-01,2016-11-01,30,1420,3,1,1,0.33,62113,0
"1421",62114,2017-04-01,2016-11-01,151,1421,4,0,1,0,62114,NA
"1422",62115,2017-04-01,2016-11-01,151,1422,8,4,1,0.5,62115,-1
"1423",62117,2017-04-01,2016-11-01,151,1423,4,2,1,0.5,62117,0
"1424",62119,2017-04-01,2016-11-01,151,1424,3,1,1,0.33,62119,-1
"1425",62121,2017-04-01,2016-11-01,151,1425,3,1,1,0.33,62121,0
"1426",62122,2017-04-01,2016-11-01,151,1426,4,2,1,0.5,62122,-1
"1427",62123,2017-04-01,2016-11-01,151,1427,6,2,1,0.33,62123,-1
"1428",62124,2017-04-01,2016-11-01,151,1428,6,1,1,0.17,62124,0
"1429",62125,2017-04-01,2016-11-01,151,1429,4,2,1,0.5,62125,0
"1430",62126,2017-04-01,2016-11-01,151,1430,4,0,1,0,62126,0
"1431",62127,2016-12-01,2016-11-01,30,1431,3,1,1,0.33,62127,0
"1432",62132,2017-04-01,2016-11-01,151,1432,3,1,1,0.33,62132,0
"1433",62133,2016-11-01,2016-11-01,0,1433,6,1,1,0.17,62133,0
"1434",62134,2017-04-01,2016-11-01,151,1434,2,1,1,0.5,62134,0
"1435",62135,2016-12-01,2016-11-01,30,1435,5,1,1,0.2,62135,0
"1436",62136,2017-04-01,2016-11-01,151,1436,5,0,1,0,62136,NA
"1437",62137,2016-12-01,2016-11-01,30,1437,6,3,1,0.5,62137,-1
"1438",62138,2017-04-01,2016-11-01,151,1438,3,2,1,0.67,62138,-1
"1439",62144,2017-04-01,2016-11-01,151,1439,4,3,1,0.75,62144,0
"1440",62146,2017-04-01,2016-11-01,151,1440,2,1,1,0.5,62146,-1
"1441",62147,2017-04-01,2016-11-01,151,1441,5,1,1,0.2,62147,-1
"1442",62148,2017-01-01,2016-11-01,61,1442,3,0,1,0,62148,NA
"1443",62149,2016-12-01,2016-11-01,30,1443,6,2,1,0.33,62149,0
"1444",62150,2017-04-01,2016-11-01,151,1444,5,2,1,0.4,62150,-1
"1445",62153,2017-04-01,2016-11-01,151,1445,3,0,1,0,62153,-1
"1446",62156,2017-01-01,2016-11-01,61,1446,4,2,1,0.5,62156,-1
"1447",62158,2016-12-01,2016-11-01,30,1447,5,1,1,0.2,62158,-1
"1448",62163,2017-04-01,2016-12-01,121,1448,3,2,1,0.67,62163,-1
"1449",62165,2017-01-01,2016-11-01,61,1449,4,0,1,0,62165,NA
"1450",62166,2017-04-01,2016-12-01,121,1450,1,0,1,0,62166,0
"1451",62168,2016-12-01,2016-11-01,30,1451,5,4,1,0.8,62168,-1
"1452",62169,2016-12-01,2016-11-01,30,1452,4,2,1,0.5,62169,0
"1453",62173,2017-04-01,2016-12-01,121,1453,4,3,1,0.75,62173,0
"1454",62177,2017-04-01,2016-12-01,121,1454,7,3,1,0.43,62177,0
"1455",62178,2017-04-01,2016-11-01,151,1455,6,3,1,0.5,62178,0
"1456",62179,2017-04-01,2016-12-01,121,1456,6,3,1,0.5,62179,-1
"1457",62181,2017-04-01,2016-11-01,151,1457,3,1,1,0.33,62181,0
"1458",62184,2017-04-01,2016-12-01,121,1458,7,2,1,0.29,62184,-1
"1459",62186,2017-04-01,2016-12-01,121,1459,6,0,1,0,62186,NA
"1460",62188,2017-04-01,2016-12-01,121,1460,5,0,1,0,62188,-1
"1461",62189,2017-04-01,2016-12-01,121,1461,7,5,1,0.71,62189,-1
"1462",62196,2017-04-01,2016-10-01,182,1462,3,0,1,0,62196,-1
"1463",62197,2017-04-01,2016-12-01,121,1463,3,0,1,0,62197,NA
"1464",62198,2016-12-01,2016-11-01,30,1464,3,0,1,0,62198,NA
"1465",62199,2017-01-01,2016-12-01,31,1465,4,2,1,0.5,62199,-1
"1466",62202,2016-12-01,2016-11-01,30,1466,3,2,1,0.67,62202,-1
"1467",62204,2017-04-01,2016-12-01,121,1467,4,2,1,0.5,62204,-1
"1468",62205,2017-04-01,2016-12-01,121,1468,1,0,1,0,62205,-1
"1469",62208,2017-02-01,2016-12-01,62,1469,2,1,1,0.5,62208,0
"1470",62209,2017-04-01,2016-12-01,121,1470,3,1,1,0.33,62209,-1
"1471",62211,2017-04-01,2016-12-01,121,1471,2,1,1,0.5,62211,0
"1472",62212,2017-04-01,2016-12-01,121,1472,3,0,1,0,62212,-1
"1473",62213,2017-04-01,2016-12-01,121,1473,6,1,1,0.17,62213,-1
"1474",62214,2017-04-01,2016-11-01,151,1474,4,2,1,0.5,62214,0
"1475",62219,2016-12-01,2016-11-01,30,1475,6,5,1,0.83,62219,-1
"1476",62220,2016-12-01,2016-12-01,0,1476,1,0,1,0,62220,-1
"1477",62221,2017-04-01,2016-12-01,121,1477,5,0,1,0,62221,NA
"1478",62222,2016-12-01,2016-11-01,30,1478,3,0,1,0,62222,NA
"1479",62228,2017-04-01,2016-12-01,121,1479,5,1,1,0.2,62228,0
"1480",62230,2017-01-01,2016-12-01,31,1480,10,5,1,0.5,62230,-1
"1481",62232,2017-04-01,2016-12-01,121,1481,5,1,1,0.2,62232,-1
"1482",62235,2017-04-01,2016-12-01,121,1482,5,3,1,0.6,62235,-1
"1483",62237,2017-01-01,2016-12-01,31,1483,6,0,1,0,62237,NA
"1484",62244,2017-04-01,2016-11-01,151,1484,5,0,1,0,62244,NA
"1485",62248,2017-04-01,2016-12-01,121,1485,4,1,1,0.25,62248,0
"1486",62249,2017-04-01,2016-12-01,121,1486,3,0,1,0,62249,NA
"1487",62250,2017-04-01,2016-12-01,121,1487,3,1,1,0.33,62250,0
"1488",62251,2017-04-01,2016-12-01,121,1488,3,2,1,0.67,62251,-1
"1489",62252,2016-12-01,2016-11-01,30,1489,4,1,1,0.25,62252,0
"1490",62253,2016-12-01,2016-11-01,30,1490,4,3,1,0.75,62253,-1
"1491",62254,2017-04-01,2016-12-01,121,1491,5,0,1,0,62254,NA
"1492",62255,2017-04-01,2016-12-01,121,1492,5,3,1,0.6,62255,-1
"1493",62258,2017-04-01,2016-12-01,121,1493,3,1,1,0.33,62258,-1
"1494",62262,2017-04-01,2016-12-01,121,1494,2,0,1,0,62262,NA
"1495",62263,2017-04-01,2016-12-01,121,1495,4,0,1,0,62263,NA
"1496",62269,2017-04-01,2016-12-01,121,1496,3,0,1,0,62269,NA
"1497",62271,2016-12-01,2016-12-01,0,1497,3,1,1,0.33,62271,-1
"1498",62274,2016-12-01,2016-12-01,0,1498,4,0,1,0,62274,NA
"1499",62275,2017-04-01,2016-08-01,243,1499,4,2,1,0.5,62275,-1
"1500",62276,2017-04-01,2016-12-01,121,1500,3,1,1,0.33,62276,0
"1501",62277,2017-04-01,2016-12-01,121,1501,5,4,1,0.8,62277,-1
"1502",62279,2017-04-01,2016-12-01,121,1502,4,2,1,0.5,62279,0
"1503",62280,2017-01-01,2016-11-01,61,1503,8,1,1,0.12,62280,0
"1504",62282,2017-04-01,2016-12-01,121,1504,5,0,1,0,62282,NA
"1505",62283,2017-04-01,2016-12-01,121,1505,3,1,1,0.33,62283,-1
"1506",62284,2017-04-01,2016-12-01,121,1506,4,1,1,0.25,62284,0
"1507",62285,2017-04-01,2016-12-01,121,1507,5,0,1,0,62285,NA
"1508",62286,2017-04-01,2016-12-01,121,1508,5,1,1,0.2,62286,0
"1509",62287,2017-04-01,2016-12-01,121,1509,3,0,1,0,62287,NA
"1510",62288,2017-04-01,2016-12-01,121,1510,1,0,1,0,62288,0
"1511",62289,2017-04-01,2016-12-01,121,1511,2,0,1,0,62289,NA
"1512",62290,2017-01-01,2016-12-01,31,1512,3,2,1,0.67,62290,-1
"1513",62291,2017-04-01,2016-12-01,121,1513,7,5,1,0.71,62291,-1
"1514",62292,2017-04-01,2016-12-01,121,1514,3,1,1,0.33,62292,-1
"1515",62293,2017-04-01,2016-12-01,121,1515,4,0,1,0,62293,-1
"1516",62294,2017-04-01,2016-12-01,121,1516,6,1,1,0.17,62294,-1
"1517",62295,2017-04-01,2016-12-01,121,1517,7,0,1,0,62295,NA
"1518",62296,2017-01-01,2016-12-01,31,1518,9,1,1,0.11,62296,-1
"1519",62299,2017-01-01,2016-12-01,31,1519,4,1,1,0.25,62299,-1
"1520",62301,2017-01-01,2016-10-01,92,1520,3,1,1,0.33,62301,0
"1521",62304,2017-01-01,2016-12-01,31,1521,4,2,1,0.5,62304,-1
"1522",62305,2017-04-01,2016-12-01,121,1522,5,4,1,0.8,62305,-1
"1523",62306,2017-01-01,2016-12-01,31,1523,6,1,1,0.17,62306,-1
"1524",62307,2017-04-01,2016-11-01,151,1524,7,0,1,0,62307,NA
"1525",62313,2017-01-01,2016-12-01,31,1525,3,0,1,0,62313,NA
"1526",62314,2017-02-01,2016-12-01,62,1526,2,1,1,0.5,62314,0
"1527",62320,2017-01-01,2016-12-01,31,1527,6,3,1,0.5,62320,-1
"1528",62321,2017-01-01,2016-12-01,31,1528,3,0,1,0,62321,NA
"1529",62323,2017-01-01,2016-12-01,31,1529,5,1,1,0.2,62323,-1
"1530",62327,2017-04-01,2016-12-01,121,1530,4,0,1,0,62327,NA
"1531",62331,2017-01-01,2016-12-01,31,1531,8,2,1,0.25,62331,-1
"1532",62334,2017-04-01,2016-06-01,304,1532,10,0,1,0,62334,NA
"1533",62335,2017-01-01,2016-10-01,92,1533,3,0,1,0,62335,NA
"1534",62336,2017-04-01,2016-08-01,243,1534,4,1,1,0.25,62336,-1
"1535",62337,2017-01-01,2016-10-01,92,1535,6,0,1,0,62337,NA
"1536",62339,2017-04-01,2016-12-01,121,1536,3,1,1,0.33,62339,0
"1537",62349,2017-01-01,2016-12-01,31,1537,4,0,1,0,62349,NA
"1538",62351,2017-01-01,2016-12-01,31,1538,5,2,1,0.4,62351,-1
"1539",62355,2017-01-01,2016-11-01,61,1539,3,2,1,0.67,62355,-1
"1540",62365,2017-04-01,2016-05-01,335,1540,3,2,1,0.67,62365,-1
"1541",62380,2017-01-01,2016-12-01,31,1541,3,2,1,0.67,62380,-1
"1542",62381,2017-01-01,2016-03-01,306,1542,6,0,1,0,62381,NA
"1543",62390,2017-01-01,2016-12-01,31,1543,5,4,1,0.8,62390,-1
"1544",62392,2017-04-01,2016-12-01,121,1544,7,2,1,0.29,62392,0
"1545",62394,2017-01-01,2016-12-01,31,1545,2,0,1,0,62394,-1
"1546",62403,2017-01-01,2016-11-01,61,1546,4,3,1,0.75,62403,-1
"1547",62409,2017-04-01,2016-12-01,121,1547,7,2,1,0.29,62409,0
"1548",62456,2017-02-01,2016-04-01,306,1548,3,2,1,0.67,62456,-1
"1549",62465,2017-04-01,2016-10-01,182,1549,4,1,1,0.25,62465,0
