"","CASE_ID","close_dt","start_dt","duration","X","nClients","nMH","nClose","ratio","CASE_ID.1","MHt"
"465",55245,2017-04-01,2013-02-01,1520,465,1,0,3,0,55245,-1
"466",55273,2017-04-01,2013-02-01,1520,466,3,1,2,0.33,55273,0
"467",55335,2017-04-01,2016-05-01,335,467,7,2,3,0.29,55335,-1
"468",55383,2017-04-01,2013-03-01,1492,468,6,1,2,0.17,55383,-1
"469",55392,2017-04-01,2013-03-01,1492,469,5,0,3,0,55392,0
"470",55504,2016-06-01,2013-03-01,1188,470,5,2,2,0.4,55504,0
"471",55525,2016-09-01,2013-03-01,1280,471,3,2,2,0.67,55525,0
"472",55600,2017-04-01,2014-12-01,852,472,13,8,3,0.62,55600,-1
"473",55615,2016-08-01,2013-04-01,1218,473,3,2,2,0.67,55615,0
"474",55623,2017-04-01,2016-06-01,304,474,6,2,2,0.33,55623,0
"475",55700,2016-08-01,2013-04-01,1218,475,8,3,3,0.38,55700,0
"476",55719,2017-04-01,2016-08-01,243,476,11,6,4,0.55,55719,-1
"477",55823,2017-04-01,2013-05-01,1431,477,8,2,2,0.25,55823,0
"478",55839,2017-04-01,2013-05-01,1431,478,3,1,3,0.33,55839,0
"479",55841,2016-04-01,2013-02-01,1155,479,8,0,2,0,55841,NA
"480",55869,2017-04-01,2013-05-01,1431,480,4,0,2,0,55869,-1
"481",55881,2017-04-01,2013-05-01,1431,481,10,9,2,0.9,55881,-1
"482",55993,2016-07-01,2013-06-01,1126,482,8,5,2,0.62,55993,-1
"483",56007,2017-04-01,2013-06-01,1400,483,5,2,2,0.4,56007,0
"484",56008,2017-04-01,2013-06-01,1400,484,7,3,3,0.43,56008,-1
"485",56103,2017-04-01,2013-07-01,1370,485,4,2,3,0.5,56103,0
"486",56115,2016-02-01,2013-06-01,975,486,5,1,2,0.2,56115,0
"487",56122,2017-04-01,2013-07-01,1370,487,6,1,3,0.17,56122,0
"488",56127,2016-12-01,2016-07-01,153,488,5,2,2,0.4,56127,0
"489",56141,2017-04-01,2013-07-01,1370,489,3,1,2,0.33,56141,-1
"490",56156,2017-02-01,2013-07-01,1311,490,9,1,2,0.11,56156,-1
"491",56183,2017-04-01,2013-06-01,1400,491,3,1,2,0.33,56183,0
"492",56191,2017-04-01,2016-02-01,425,492,6,0,3,0,56191,NA
"493",56197,2016-09-01,2013-07-01,1158,493,3,2,2,0.67,56197,0
"494",56237,2017-04-01,2013-06-01,1400,494,6,3,2,0.5,56237,-1
"495",56265,2017-01-01,2013-07-01,1280,495,3,1,1,0.33,56265,0
"496",56306,2017-04-01,2013-07-01,1370,496,11,1,2,0.09,56306,0
"497",56314,2017-01-01,2013-07-01,1280,497,4,2,2,0.5,56314,0
"498",56318,2017-04-01,2013-07-01,1370,498,7,4,2,0.57,56318,0
"499",56319,2017-04-01,2013-07-01,1370,499,6,2,2,0.33,56319,0
"500",56370,2016-09-01,2013-08-01,1127,500,5,2,2,0.4,56370,0
"501",56397,2017-04-01,2012-11-01,1612,501,8,5,3,0.62,56397,-1
"502",56405,2017-04-01,2013-08-01,1339,502,5,3,2,0.6,56405,0
"503",56490,2016-09-01,2013-08-01,1127,503,4,2,2,0.5,56490,0
"504",56499,2016-04-01,2013-08-01,974,504,3,2,2,0.67,56499,-1
"505",56504,2017-04-01,2016-07-01,274,505,5,1,2,0.2,56504,-1
"506",56525,2017-04-01,2016-08-01,243,506,5,1,3,0.2,56525,-1
"507",56531,2017-04-01,2013-05-01,1431,507,7,2,3,0.29,56531,0
"508",56538,2017-01-01,2013-08-01,1249,508,3,2,2,0.67,56538,0
"509",56549,2016-08-01,2013-09-01,1065,509,9,3,2,0.33,56549,-1
"510",56561,2017-01-01,2013-09-01,1218,510,4,3,2,0.75,56561,0
"511",56588,2017-04-01,2013-09-01,1308,511,8,3,2,0.38,56588,-1
"512",56638,2017-04-01,2016-01-01,456,512,10,4,2,0.4,56638,-1
"513",56660,2016-05-01,2016-03-01,61,513,9,6,2,0.67,56660,-1
"514",56685,2017-04-01,2013-10-01,1278,514,6,2,2,0.33,56685,0
"515",56693,2017-04-01,2013-10-01,1278,515,9,1,3,0.11,56693,0
"516",56725,2016-12-01,2013-10-01,1157,516,9,1,2,0.11,56725,0
"517",56744,2017-04-01,2013-10-01,1278,517,5,1,2,0.2,56744,-1
"518",56768,2017-01-01,2013-10-01,1188,518,6,2,2,0.33,56768,0
"519",56799,2017-04-01,2013-09-01,1308,519,5,2,2,0.4,56799,0
"520",56804,2017-04-01,2013-11-01,1247,520,5,2,3,0.4,56804,0
"521",56813,2017-04-01,2013-11-01,1247,521,9,5,2,0.56,56813,-1
"522",56840,2017-04-01,2014-11-01,882,522,9,5,3,0.56,56840,0
"523",56847,2016-06-01,2013-11-01,943,523,5,2,2,0.4,56847,0
"524",56860,2016-11-01,2013-11-01,1096,524,5,2,3,0.4,56860,-1
"525",56865,2017-01-01,2013-11-01,1157,525,3,2,2,0.67,56865,0
"526",56912,2016-03-01,2016-02-01,29,526,5,2,2,0.4,56912,0
"527",56925,2016-06-01,2013-12-01,913,527,6,2,2,0.33,56925,0
"528",57046,2017-04-01,2013-12-01,1217,528,3,0,2,0,57046,0
"529",57088,2016-11-01,2016-02-01,274,529,6,2,2,0.33,57088,0
"530",57145,2016-08-01,2014-01-01,943,530,3,0,2,0,57145,NA
"531",57158,2016-02-01,2014-01-01,761,531,3,2,2,0.67,57158,0
"532",57164,2017-04-01,2016-10-01,182,532,9,3,2,0.33,57164,-1
"533",57171,2016-12-01,2016-12-01,0,533,3,0,2,0,57171,-1
"534",57217,2017-04-01,2014-01-01,1186,534,3,2,2,0.67,57217,0
"535",57274,2016-12-01,2016-09-01,91,535,4,3,2,0.75,57274,0
"536",57303,2016-11-01,2014-02-01,1004,536,6,4,3,0.67,57303,0
"537",57410,2016-10-01,2013-12-01,1035,537,6,2,2,0.33,57410,0
"538",57436,2016-04-01,2014-02-01,790,538,3,1,2,0.33,57436,-1
"539",57444,2017-01-01,2013-11-01,1157,539,3,1,3,0.33,57444,0
"540",57490,2017-01-01,2014-03-01,1037,540,5,0,2,0,57490,NA
"541",57492,2017-04-01,2016-05-01,335,541,9,1,2,0.11,57492,-1
"542",57509,2017-04-01,2014-03-01,1127,542,8,3,3,0.38,57509,0
"543",57525,2017-04-01,2014-03-01,1127,543,4,1,2,0.25,57525,-1
"544",57556,2017-04-01,2014-03-01,1127,544,7,2,3,0.29,57556,-1
"545",57623,2016-06-01,2014-04-01,792,545,4,2,3,0.5,57623,-1
"546",57630,2017-04-01,2016-01-01,456,546,10,4,4,0.4,57630,0
"547",57663,2017-04-01,2014-04-01,1096,547,4,1,3,0.25,57663,0
"548",57683,2017-04-01,2014-04-01,1096,548,8,3,3,0.38,57683,0
"549",57697,2017-04-01,2014-04-01,1096,549,12,8,1,0.67,57697,-1
"550",57698,2017-01-01,2016-08-01,153,550,7,3,2,0.43,57698,-1
"551",57728,2017-04-01,2014-05-01,1066,551,6,1,2,0.17,57728,0
"552",57732,2017-01-01,2015-10-01,458,552,4,3,3,0.75,57732,0
"553",57744,2017-04-01,2014-03-01,1127,553,3,2,2,0.67,57744,0
"554",57759,2017-04-01,2016-12-01,121,554,6,0,2,0,57759,NA
"555",57816,2017-04-01,2014-04-01,1096,555,4,1,2,0.25,57816,0
"556",57840,2017-04-01,2014-04-01,1096,556,6,3,3,0.5,57840,0
"557",57870,2017-04-01,2016-03-01,396,557,5,2,1,0.4,57870,0
"558",57887,2016-10-01,2016-07-01,92,558,3,2,2,0.67,57887,-1
"559",57972,2017-04-01,2016-06-01,304,559,4,3,2,0.75,57972,-1
"560",58022,2017-04-01,2014-04-01,1096,560,6,2,2,0.33,58022,0
"561",58040,2016-11-01,2014-06-01,884,561,5,0,2,0,58040,-1
"562",58080,2017-04-01,2014-06-01,1035,562,4,2,3,0.5,58080,0
"563",58092,2017-04-01,2014-07-01,1005,563,4,3,2,0.75,58092,-1
"564",58181,2017-04-01,2014-07-01,1005,564,5,1,2,0.2,58181,0
"565",58232,2017-04-01,2016-08-01,243,565,11,4,2,0.36,58232,-1
"566",58245,2016-08-01,2014-07-01,762,566,5,3,3,0.6,58245,0
"567",58280,2017-04-01,2015-11-01,517,567,7,0,3,0,58280,-1
"568",58291,2017-04-01,2014-07-01,1005,568,11,2,3,0.18,58291,-1
"569",58302,2016-10-01,2014-08-01,792,569,3,0,2,0,58302,NA
"570",58339,2017-04-01,2015-02-01,790,570,8,5,2,0.62,58339,0
"571",58347,2017-04-01,2016-11-01,151,571,7,2,1,0.29,58347,-1
"572",58379,2017-04-01,2016-05-01,335,572,6,4,4,0.67,58379,0
"573",58381,2016-10-01,2016-03-01,214,573,3,1,2,0.33,58381,0
"574",58383,2016-10-01,2014-08-01,792,574,7,2,2,0.29,58383,0
"575",58406,2017-04-01,2014-08-01,974,575,3,2,2,0.67,58406,0
"576",58427,2016-10-01,2014-09-01,761,576,3,2,2,0.67,58427,-1
"577",58428,2017-04-01,2016-07-01,274,577,7,3,3,0.43,58428,-1
"578",58431,2016-12-01,2016-10-01,61,578,8,4,1,0.5,58431,0
"579",58447,2016-11-01,2016-09-01,61,579,9,1,2,0.11,58447,0
"580",58451,2016-12-01,2014-09-01,822,580,4,2,2,0.5,58451,0
"581",58463,2016-06-01,2014-08-01,670,581,5,3,2,0.6,58463,0
"582",58492,2017-04-01,2014-09-01,943,582,4,1,2,0.25,58492,0
"583",58552,2017-04-01,2016-06-01,304,583,8,3,2,0.38,58552,-1
"584",58561,2017-04-01,2014-09-01,943,584,6,3,2,0.5,58561,-1
"585",58583,2017-04-01,2016-08-01,243,585,14,6,3,0.43,58583,-1
"586",58618,2017-04-01,2014-10-01,913,586,6,2,2,0.33,58618,-1
"587",58638,2017-04-01,2014-10-01,913,587,5,3,3,0.6,58638,0
"588",58643,2017-04-01,2014-10-01,913,588,8,2,2,0.25,58643,0
"589",58668,2017-01-01,2014-10-01,823,589,3,0,2,0,58668,0
"590",58697,2017-04-01,2014-10-01,913,590,6,0,1,0,58697,-1
"591",58702,2016-10-01,2014-10-01,731,591,3,2,2,0.67,58702,0
"592",58704,2016-06-01,2014-10-01,609,592,6,4,2,0.67,58704,0
"593",58712,2017-02-01,2014-10-01,854,593,7,2,3,0.29,58712,-1
"594",58723,2017-04-01,2016-08-01,243,594,5,4,1,0.8,58723,-1
"595",58734,2016-04-01,2016-03-01,31,595,4,2,2,0.5,58734,-1
"596",58735,2016-05-01,2015-03-01,427,596,6,2,3,0.33,58735,0
"597",58761,2017-04-01,2015-09-01,578,597,1,0,3,0,58761,NA
"598",58784,2016-12-01,2014-10-01,792,598,8,4,2,0.5,58784,-1
"599",58787,2017-04-01,2016-03-01,396,599,5,0,1,0,58787,-1
"600",58802,2016-09-01,2014-11-01,670,600,4,3,3,0.75,58802,-1
"601",58824,2017-04-01,2016-12-01,121,601,14,5,3,0.36,58824,-1
"602",58844,2016-11-01,2014-12-01,701,602,5,3,2,0.6,58844,-1
"603",58857,2017-04-01,2014-12-01,852,603,8,2,2,0.25,58857,0
"604",58973,2017-04-01,2014-12-01,852,604,4,0,2,0,58973,-1
"605",58994,2016-08-01,2015-01-01,578,605,6,3,2,0.5,58994,0
"606",58998,2017-04-01,2014-12-01,852,606,5,3,2,0.6,58998,0
"607",58999,2016-06-01,2015-01-01,517,607,3,1,2,0.33,58999,0
"608",59012,2017-04-01,2016-01-01,456,608,5,3,2,0.6,59012,-1
"609",59034,2016-06-01,2016-03-01,92,609,6,2,2,0.33,59034,-1
"610",59036,2016-05-01,2016-03-01,61,610,7,5,2,0.71,59036,-1
"611",59054,2017-04-01,2015-01-01,821,611,5,3,2,0.6,59054,-1
"612",59086,2016-04-01,2015-01-01,456,612,3,1,2,0.33,59086,0
"613",59093,2016-09-01,2015-01-01,609,613,8,4,2,0.5,59093,-1
"614",59110,2017-04-01,2014-12-01,852,614,3,2,2,0.67,59110,-1
"615",59156,2016-12-01,2015-02-01,669,615,4,3,2,0.75,59156,-1
"616",59162,2016-10-01,2016-10-01,0,616,12,3,2,0.25,59162,-1
"617",59180,2016-04-01,2016-02-01,60,617,5,2,2,0.4,59180,0
"618",59226,2017-04-01,2015-02-01,790,618,11,3,2,0.27,59226,-1
"619",59233,2016-04-01,2016-02-01,60,619,6,5,2,0.83,59233,-1
"620",59263,2016-04-01,2014-07-01,640,620,8,1,3,0.12,59263,-1
"621",59282,2017-04-01,2015-01-01,821,621,5,1,1,0.2,59282,0
"622",59384,2017-04-01,2015-04-01,731,622,4,2,2,0.5,59384,0
"623",59398,2017-04-01,2016-12-01,121,623,5,2,2,0.4,59398,0
"624",59433,2017-04-01,2015-04-01,731,624,6,2,2,0.33,59433,0
"625",59457,2017-04-01,2015-04-01,731,625,7,4,3,0.57,59457,0
"626",59458,2017-04-01,2015-09-01,578,626,8,4,2,0.5,59458,-1
"627",59465,2017-04-01,2015-04-01,731,627,5,0,2,0,59465,NA
"628",59476,2016-06-01,2015-04-01,427,628,9,1,2,0.11,59476,0
"629",59486,2017-04-01,2015-04-01,731,629,6,4,2,0.67,59486,-1
"630",59512,2017-04-01,2015-05-01,701,630,3,2,2,0.67,59512,-1
"631",59576,2016-06-01,2015-05-01,397,631,5,2,2,0.4,59576,-1
"632",59592,2017-04-01,2016-12-01,121,632,7,4,2,0.57,59592,-1
"633",59605,2017-04-01,2015-05-01,701,633,3,2,2,0.67,59605,-1
"634",59632,2017-04-01,2016-08-01,243,634,3,2,2,0.67,59632,-1
"635",59661,2016-12-01,2015-05-01,580,635,3,2,2,0.67,59661,-1
"636",59663,2017-04-01,2015-05-01,701,636,2,1,2,0.5,59663,-1
"637",59677,2017-04-01,2015-05-01,701,637,4,1,2,0.25,59677,0
"638",59679,2017-04-01,2015-06-01,670,638,7,3,2,0.43,59679,-1
"639",59693,2017-04-01,2016-01-01,456,639,10,6,1,0.6,59693,-1
"640",59697,2017-04-01,2015-06-01,670,640,8,2,2,0.25,59697,-1
"641",59717,2017-04-01,2015-06-01,670,641,4,2,1,0.5,59717,-1
"642",59722,2017-04-01,2015-06-01,670,642,7,3,2,0.43,59722,-1
"643",59765,2016-12-01,2015-06-01,549,643,5,1,2,0.2,59765,0
"644",59783,2017-04-01,2015-06-01,670,644,3,1,1,0.33,59783,0
"645",59798,2017-04-01,2015-06-01,670,645,8,4,2,0.5,59798,-1
"646",59815,2017-04-01,2015-06-01,670,646,7,3,2,0.43,59815,0
"647",59841,2017-04-01,2015-07-01,640,647,5,2,2,0.4,59841,-1
"648",59855,2017-04-01,2015-07-01,640,648,5,2,2,0.4,59855,0
"649",59883,2017-04-01,2015-07-01,640,649,4,2,2,0.5,59883,0
"650",59888,2017-04-01,2016-12-01,121,650,10,4,2,0.4,59888,-1
"651",59899,2016-12-01,2015-07-01,519,651,6,1,2,0.17,59899,-1
"652",59906,2017-01-01,2015-07-01,550,652,10,5,2,0.5,59906,-1
"653",60003,2016-11-01,2015-08-01,458,653,5,1,2,0.2,60003,0
"654",60033,2017-04-01,2015-07-01,640,654,4,0,2,0,60033,NA
"655",60035,2017-04-01,2015-08-01,609,655,5,3,2,0.6,60035,0
"656",60064,2017-04-01,2015-08-01,609,656,3,2,2,0.67,60064,-1
"657",60071,2017-04-01,2015-08-01,609,657,4,0,2,0,60071,NA
"658",60083,2016-10-01,2015-08-01,427,658,3,1,2,0.33,60083,0
"659",60090,2016-07-01,2015-08-01,335,659,5,3,2,0.6,60090,-1
"660",60103,2016-08-01,2016-04-01,122,660,4,3,1,0.75,60103,-1
"661",60111,2017-04-01,2015-08-01,609,661,5,3,2,0.6,60111,-1
"662",60132,2017-04-01,2015-09-01,578,662,3,2,2,0.67,60132,0
"663",60133,2016-02-01,2015-08-01,184,663,3,1,2,0.33,60133,0
"664",60166,2017-04-01,2015-07-01,640,664,8,5,2,0.62,60166,-1
"665",60173,2017-04-01,2015-09-01,578,665,5,1,2,0.2,60173,0
"666",60180,2017-04-01,2016-10-01,182,666,5,2,2,0.4,60180,-1
"667",60205,2017-04-01,2015-09-01,578,667,6,3,2,0.5,60205,0
"668",60250,2017-04-01,2016-12-01,121,668,4,2,2,0.5,60250,0
"669",60298,2016-10-01,2016-08-01,61,669,7,3,2,0.43,60298,-1
"670",60334,2016-12-01,2016-07-01,153,670,4,2,2,0.5,60334,-1
"671",60372,2017-04-01,2015-10-01,548,671,5,1,2,0.2,60372,0
"672",60374,2017-04-01,2016-12-01,121,672,13,9,2,0.69,60374,-1
"673",60380,2017-04-01,2015-10-01,548,673,5,2,2,0.4,60380,0
